Name,SellPrice,BuyPrice,AvgSellPrice,AvgBuyPrice,Sold,Bought,Profit,RelProfit,PotProfit
green fireworks rocket,-1,-1,-1,-1,-1,-1,0,0,0
green flask,-1,0,0,0,0,0,-1,0,0
green gem,4994,4970,4998,4979,9,5255,24,0.0,216
green gingerbread heart,150000,150000,0,0,0,0,0,0.0,0
green glass plate,195,101,271,105,28,136,94,0.93,2632
green light,48762,21600,69998,22748,12,13,27162,1.26,325944
green mushroom,99,95,97,89,119,1067,4,0.04,476
green perch,899,401,1161,325,100,114,498,1.24,49800
green piece of cloth,689,580,999,687,276,526,109,0.19,30084
green pillow,48,0,49,0,3,0,48,0,0
green pit demon,298998,1000,298999,0,1,0,297998,298.0,0
green powder,-1,0,0,0,0,0,-1,0,0
green tapestry,94,1,58,1,5,17,93,93.0,465
green tome,0,0,0,0,0,0,0,0,0
green tunic,19,1,34,1,5,7,18,18.0,90
greenwood coat,53400,31111,48734,38712,7,28,22289,0.72,156023
grey backpack,887,58,1841,38,137,121,829,14.29,100309
grey bag,788,25,1444,350,2,3,763,30.52,1526
grey raven kit,8495000,2100000,8495000,0,1,0,6395000,3.05,0
grey tome,200000,200000,0,0,0,0,0,0.0,0
grey-blue powder,-1,-1,-1,-1,-1,-1,0,0,0
griffin shield,4999,900,3724,652,6,8,4099,4.55,24594
griffinclaw container,700000,255102,514389,196411,15,4,444898,1.74,1779592
grimace,98000,98000,0,105333,0,6,0,0.0,0
grodrik's favourite axe,20000,20000,0,0,0,0,0,0.0,0
ground reed,49000,1000,30280,550,5,2,48000,48.0,96000
gruesome fan,10001,10001,0,6754,0,2,0,0.0,0
guardian axe,6290,6290,9197,7205,23,260,0,0.0,0
guardian boots,36999,34001,36531,30878,150,127,2998,0.09,380746
guardian halberd,11500,10730,11299,10514,6,454,770,0.07,4620
guardian shield,1888,1400,1853,1507,282,1611,488,0.35,137616
guidebook,66,66,0,0,0,0,0,0.0,0
hailstorm rod,3000,2788,2994,2783,338,3619,212,0.08,71656
hair of a banshee,-1,-1,-1,-1,-1,-1,0,0,0
halberd,140,65,242,81,4,147,75,1.15,300
half-digested piece of meat,248,25,305,18,10,101,223,8.92,2230
half-digested stones,28,17,37,15,12,327,11,0.65,132
half-eaten brain,23,23,348,23,33,57,0,0.0,0
hallowed axe,-1,-1,-1,-1,-1,-1,0,0,0
ham,21897,19680,22856,19506,8,138,2217,0.11,17736
hammer,21897,19680,22856,19506,8,138,2217,0.11,17736
hammer of carving,-1,-1,-1,-1,-1,-1,0,0,0
hammer of destruction,1678000,1001000,1913064,1379499,5,9,677000,0.68,3385000
hammer of mayhem,-1,-1,-1,-1,-1,-1,0,0,0
hammer of prophecy,139898,0,111999999,0,1,0,139898,0,0
hammer of remedy,-1,-1,-1,-1,-1,-1,0,0,0
hammer of wrath,29999,29280,43419,29007,5,173,719,0.02,3595
hand,549,205,909,179,192,396,344,1.68,66048
hand auger,397,0,375,0,12,0,397,0,0
hand axe,70,0,73,0,3,0,70,0,0
handcrafted ribbon,1000,0,1000,0,1,0,1000,0,0
hard-boiled hydra egg,2200,150,2633,150,9,6,2050,13.67,12300
hardened bone,68,48,99,46,81,398,20,0.42,1620
harness,9999,2003,3967,1222,91,50,7996,3.99,399800
harp kit,100000,100000,0,0,0,0,0,0.0,0
harpoon of a giant snail,13381,14381,0,14381,0,2,-1000,-0.07,0
harpy feathers,200,200,0,488,0,27,0,0.0,0
hat for eclesius (dark),-1,-1,-1,-1,-1,-1,0,0,0
hat for eclesius (pink),-1,-1,-1,-1,-1,-1,0,0,0
hat for eclesius (wooden),-1,-1,-1,-1,-1,-1,0,0,0
hat of the mad,68999,57707,61012,46836,220,137,11292,0.2,1547004
hatched rorc egg,28,8,28,12,2,40,20,2.5,40
hatchet,-1,5,50,5,2,9,-6,-1.2,-12
haunch of boar,189,1,181,4,84,26,188,188.0,4888
haunted blade,7950,7867,7917,7795,74,2306,83,0.01,6142
haunted mirror piece,666779,666779,2199997,0,2,0,0,0.0,0
haunted piece of wood,395,38,1750,61,2,38,357,9.39,714
havoc blade,899000,619000,1023649,731104,10,10,280000,0.45,2800000
hazardous heart,1666,4501,0,4501,0,2,-2835,-0.63,0
hazardous robe,1000,2503,0,2503,0,1,-1503,-0.6,0
head (brachiodemon),-1,-1,-1,-1,-1,-1,0,0,0
head (many faces),-1,-1,-1,-1,-1,-1,0,0,0
head of abyssador,2000,400,3399,345,3,55,1600,4.0,4800
head of deathstrike,-1,-1,-1,-1,-1,-1,0,0,0
head of gnomevil,-1,-1,-1,-1,-1,-1,0,0,0
headache pill,399,10,423,10,18,3,389,38.9,1167
headchopper,50,50,0,0,0,0,0,0.0,0
health potion,80,65,68,58,2036,4777,15,0.23,30540
heart backpack,28800,8999,30346,14222,48,41,19801,2.2,811841
heart of the mountain (item),-1,-1,-1,-1,-1,-1,0,0,0
heart pillow,1299,1,1633,1,22,18,1298,1298.0,23364
heat core,9998,8930,9643,8878,22,200,1068,0.12,23496
heated worm punisher,-1,-1,-1,-1,-1,-1,0,0,0
heaven blossom,179,35,487,30,48,214,144,4.11,6912
heavily rusted armor,888,20,608,15,66,50,868,43.4,43400
heavily rusted helmet,11,11,0,0,0,0,0,0.0,0
heavily rusted legs,-1,10,932,10,26,4,-11,-1.1,-44
heavily rusted shield,-1,0,0,0,0,0,-1,0,0
heavy mace,49999,49580,54038,49518,7,127,419,0.01,2933
heavy machete,150,5,118,15,13,33,145,29.0,1885
heavy magic missile rune,-1,1,13,2,63,35,-2,-2.0,-70
heavy magic missile rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
heavy metal t-shirt,44999,1000,48333,1000,3,2,43999,44.0,87998
heavy old tome,345,53,265,51,388,368,292,5.51,107456
heavy package,-1,0,0,0,0,0,-1,0,0
heavy stone hammer,-1,-1,-1,-1,-1,-1,0,0,0
heavy trident,1999,1960,1929,1821,12,147,39,0.02,468
hellforged axe,49979,27001,55610,32500,9,6,22978,0.85,137868
hellhound slobber,990,428,617,375,7,143,562,1.31,3934
hellspawn tail,740,404,620,409,291,426,336,0.83,97776
helmet adornment,0,1,0,1,0,1,-1,-1.0,0
helmet of nature,22999,0,24000,0,1,0,22999,0,0
helmet of the lost,4370,732,4425,518,3,15,3638,4.97,10914
helmet of ultimate terror,27665,10000,29998,6250,1,2,17665,1.77,17665
helmet ornament,0,10000,0,10000,0,1,-10000,-1.0,0
helmet piece,0,0,0,0,0,0,0,0,0
hemp rope,-1,-1,-1,-1,-1,-1,0,0,0
heroic axe,50,50,0,0,0,0,0,0.0,0
hexagonal ruby,30000,29700,30039,29590,1,608,300,0.01,300
hibiscus dress,2995,2965,2998,2965,3,476,30,0.01,90
hideous chunk,221,221,0,344,0,23,0,0.0,0
hieroglyph banner,9900,62,30346,173,8,10,9838,158.68,78704
high guard flag,750,476,571,470,4,100,274,0.58,1096
high guard shoulderplates,200,124,525,119,2,168,76,0.61,152
hive bow,47700,30028,52439,26243,9,8,17672,0.59,141376
hive scythe,16200,12437,16710,12160,24,47,3763,0.3,90312
hoe,6666,181,6666,453,1,8,6485,35.83,6485
hollow stampor hoof,7500,2222,5562,2235,21,32,5278,2.38,110838
holy amplification,311244,311244,638951,330555,10,9,0,0.0,0
holy ash,150,69,150,76,1,19,81,1.17,81
holy falcon,5000000,2778000,4567856,2989000,4,2,2222000,0.8,4444000
holy icon,8444000,5408004,8470332,6345000,3,3,3035996,0.56,9107988
holy missile rune,20,1,19,11,53,25,19,19.0,475
holy missile rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
holy orchid,4487,1507,1604,1077,296,549,2980,1.98,882080
holy resilience,433563,433563,849953,533595,22,4,0,0.0,0
holy scarab,10000288,10000288,0,0,0,0,0,0.0,0
holy soil,-1,0,0,0,0,0,-1,0,0
honey flower,140,1,158,1,80,60,139,139.0,8340
honeycomb,6900,5628,6326,5185,1059,1477,1272,0.23,1347048
hook,77,77,0,84,0,223,0,0.0,0
horn (ring),-1,-1,-1,-1,-1,-1,0,0,0
horned helmet,100000,100000,0,0,0,0,0,0.0,0
horoscope,140,6,124,12,9,102,134,22.33,1206
horseman helmet,500,11,454,2,10,14,489,44.45,4890
horseshoe,420000,250000000,0,250000000,0,1,-249580000,-1.0,0
huge chunk of crude iron,14693,12737,14524,12545,117,741,1956,0.15,228852
huge shell,14091,14091,0,14284,0,3,0,0.0,0
huge spiky snail shell,7381,7780,0,7780,0,3,-399,-0.05,0
human teeth,19996,2036,36876,7455,33,23,17960,8.82,413080
humongous chunk,207,207,0,404,0,25,0,0.0,0
hunter's quiver,199,3,421,30,25,42,196,65.33,4900
hunting horn,4223333,2338000,3562556,2329674,7,3,1885333,0.81,5655999
hunting spear,58,12,34,8,95,153,46,3.83,4370
hydra egg,2200,150,2633,150,9,6,2050,13.67,12300
hydra head,597,519,585,500,15,670,78,0.15,1170
hydra tongue,50,50,1654,36,9,7,0,0.0,0
hydra tongue salad,89987,61332,110329,72488,347,138,28655,0.47,3954390
ice amplification,1500000,755888,1197106,791678,25,10,744112,0.98,7441120
ice cream cone (sprinkles),-1,-1,-1,-1,-1,-1,0,0,0
ice flower (item),-1,-1,-1,-1,-1,-1,0,0,0
ice flower seeds,40000,12000,32502,22344,19,7,28000,2.33,196000
ice hatchet,24900,5000,24900,5028,1,3,19900,3.98,19900
ice mammoth,79600,10033,34337,10005,10,3,69567,6.93,208701
ice pick,488,20,637,20,19,2,468,23.4,936
ice rapier,885,820,909,812,209,2768,65,0.08,13585
ice resilience,499888,300563,639302,339518,18,7,199325,0.66,1395275
ice shield,1299,35,1933,72,22,57,1264,36.11,27808
iced soil,15000,5125,14283,666,3,3,9875,1.93,29625
icicle (percht),-1,-1,-1,-1,-1,-1,0,0,0
icicle bow,69900,50000,57968,30618,53,18,19900,0.4,358200
icicle rune,35,20,33,11,210,53,15,0.75,795
icicle rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
icy barbarian axe replica,50,50,0,0,0,0,0,0.0,0
icy blacksteel replica,50,50,0,0,0,0,0,0.0,0
icy clerical mace replica,50,50,39999,0,2,0,0,0.0,0
icy cranial basher replica,45000,50,45000,0,1,0,44950,899.0,0
icy crystal mace replica,50,50,0,0,0,0,0,0.0,0
icy culottes,27555555,20451000,29395672,21225499,6,2,7104555,0.35,14209110
icy dragon slayer replica,50,50,80000,50,1,1,0,0.0,0
icy headchopper replica,50,50,0,0,0,0,0,0.0,0
icy heroic axe replica,50,50,0,0,0,0,0,0.0,0
icy knight axe replica,50,50,0,0,0,0,0,0.0,0
icy mystic blade replica,60,60,0,0,0,0,0,0.0,0
icy orcish maul replica,50,50,0,0,0,0,0,0.0,0
icy rainbow shield,-1,-1,-1,-1,-1,-1,0,0,0
icy relic sword replica,50,50,0,0,0,0,0,0.0,0
icy spike sword replica,50,50,0,0,0,0,0,0.0,0
icy war axe replica,50,50,0,0,0,0,0,0.0,0
icy war hammer replica,39999,100,39999,0,1,0,39899,398.99,0
impaler,32999,10000,36638,9850,4,2,22999,2.3,45998
impaler of the igniter,5990000,3251000,6274277,2901000,2,1,2739000,0.84,2739000
incandescent crown,2799995,2229000,2826652,2128202,10,5,570995,0.26,2854975
incantation fragment,-1,0,0,0,0,0,-1,0,0
incantation notes,9998,8350,11041,7997,297,321,1648,0.2,489456
incredible mumpiz slayer,140000,100380,139950,157126,2,3,39620,0.39,79240
indoor plant kit,-1,0,0,0,0,0,-1,0,0
inert astral shaper rune,100000,100000,0,0,0,0,0,0.0,0
infernal bolt,22,19,17,14,1189,159,3,0.16,477
infernal heart,700,700,0,0,0,0,0,0.0,0
infernal robe,400,400,0,400,0,1,0,0.0,0
inkwell,450,450,0,419,0,25,0,0.0,0
inkwell (black),-1,-1,-1,-1,-1,-1,0,0,0
insectoid eggs,-1,0,6,0,4,0,-1,0,0
instable proto matter,202,279,10,152,278,249,-77,-0.28,-19173
intelligence reports,0,0,0,0,0,0,0,0,0
intense healing rune (item weak),-1,-1,-1,-1,-1,-1,0,0,0
intense healing rune (item),-1,-1,-1,-1,-1,-1,0,0,0
interdimensional potion,-1,0,0,0,0,0,-1,0,0
interwoven moss florets,-1,0,0,0,0,0,-1,0,0
invitation,-1,0,0,0,0,0,-1,0,0
iriana's chest,30000,30000,0,0,0,0,0,0.0,0
iron crown,3988000,2124000,3301559,2194183,16,11,1864000,0.88,20504000
iron hammer,0,100,0,100,0,6,-100,-1.0,0
iron helmet,-1,46,275,59,2,71,-47,-1.02,-94
iron loadstone,8500,500,2691,286,34,7,8000,16.0,56000
iron ore,537,465,527,433,318,1114,72,0.15,22896
ivory carving,279,164,279,254,5,272,115,0.7,575
ivory chair kit,100000,100000,0,0,0,0,0,0.0,0
ivory comb,7794,3000,7653,6881,8,266,4794,1.6,38352
izcandar's snow globe,157000,158000,280000,159000,2,2,-1000,-0.01,-2000
izcandar's sundial,0,183000,0,183000,0,1,-183000,-1.0,0
jacket,-1,500,0,500,0,1,-501,-1.0,0
jade hammer,26960,24380,28066,24259,5,171,2580,0.11,12900
jade hat,8795,8403,9021,7605,66,478,392,0.05,25872
jade zaoan bishop,999,100,999,3533,1,3,899,8.99,899
jade zaoan king,3800,100,2483,16733,2,3,3700,37.0,7400
jade zaoan knight,100,100,100,3400,1,3,0,0.0,0
jade zaoan pawn,4887,100,7039,2620,17,5,4787,47.87,23935
jade zaoan queen,125000,10000,138000,0,1,0,115000,11.5,0
jade zaoan rook,333,10000,216,10000,2,2,-9667,-0.97,-19334
jagged sickle,104800,104800,0,104700,0,4,0,0.0,0
jagged sword,132,1,97,1,15,55,131,131.0,1965
jalapeno pepper,64999,26200,59686,26795,144,39,38799,1.48,1513161
jar of honey,50000,0,60000,0,1,0,50000,0,0
jaul's pearl,95673,24045,455500,24173,2,3,71628,2.98,143256
jaws,414,414,480,409,1,185,0,0.0,0
jerom's family necklace,-1,0,0,0,0,0,-1,0,0
jester doll,47862,20010,47392,8370,6,3,27852,1.39,83556
jester hat,1900,0,1011,0,2,0,1900,0,0
jester staff,3499,1,3499,1,1,1,3498,3498.0,3498
jewel case,89000,2062,8181,2111,77,59,86938,42.16,5129342
jewel case (nomad),-1,-1,-1,-1,-1,-1,0,0,0
jewelled backpack,1500,401,1209,273,770,582,1099,2.74,639618
jewelled belt,67,67,0,99,0,20,0,0.0,0
jug of embalming fluid,1088,0,1074,0,116,0,1088,0,0
juice squeezer,697,1,781,1,86,32,696,696.0,22272
julius' map,990,1,4950,25,2,17,989,989.0,1978
jungle bow,4150000,3300000,3476023,2815653,9,6,850000,0.26,5100000
jungle flail,1800000,1100000,1581333,1100000,3,1,700000,0.64,700000
jungle quiver,5500000,3400000,4512601,3205500,13,4,2100000,0.62,8400000
jungle rod,1850000,1200004,2166663,1029494,6,1,649996,0.54,649996
jungle wand,1030000,1030000,1633331,1141800,3,5,0,0.0,0
katana,49,0,36,0,3,0,49,0,0
katex' blood,-1,-1,-1,-1,-1,-1,0,0,0
key of numerous locks (replica),-1,-1,-1,-1,-1,-1,0,0,0
key to knowledge,20000000,35000000,0,35000000,0,1,-15000000,-0.43,0
key to the drowned library,1110,45,1161,181,8,41,1065,23.67,8520
kitchen knife,444,1,603,9,79,20,443,443.0,8860
knife,-1,-1,-1,-1,-1,-1,0,0,0
knight armor,4855,4632,4871,4659,369,3858,223,0.05,82287
knight axe,50,50,0,0,0,0,0,0.0,0
knight legs,4999,4564,4910,4579,278,3463,435,0.1,120930
knight statue kit,100000,100000,0,0,0,0,0,0.0,0
kollos shell,201,201,0,210,0,15,0,0.0,0
kongra's shoulderpad,180,55,123,46,9,189,125,2.27,1125
kooldown-aid,988888,400000,1200894,708986,61,58,588888,1.47,34155504
koshei's ancient amulet,159590,117860,140230,105979,288,216,41730,0.35,9013680
krimhorn helmet,-1,1,1000,1,1,1,-2,-2.0,-2
lamassu hoof,307,235,306,250,7,482,72,0.31,504
lamassu horn,223,204,222,207,3,580,19,0.09,57
lancer beetle shell,350,11,844,9,2,39,339,30.82,678
lancet,290,19,714,22,4,99,271,14.26,1084
large amphora kit,100000,100000,0,0,0,0,0,0.0,0
large pliers,-1,-1,-1,-1,-1,-1,0,0,0
larvae,-1,0,4,0,10,0,-1,0,0
lavafungus head,300,300,0,537,0,8,0,0.0,0
lavafungus ring,130,130,0,208,0,13,0,0.0,0
lavaworm jaws,366,366,0,608,0,8,0,0.0,0
lavaworm spike roots,200,200,0,383,0,9,0,0.0,0
lavaworm spikes,250,250,0,307,0,7,0,0.0,0
lavos armor,323000,82227,324600,82227,1,1,240773,2.93,240773
leaf crown,3792984,2162005,3066242,2008667,15,5,1630979,0.75,8154895
leaf golem santa,90000,30100,88612,27900,4,3,59900,1.99,179700
leaf legs,399,1,338,14,9,15,398,398.0,3582
leaf star,64,20,70,40,89,447,44,2.2,3916
leather armor,-1,0,0,0,0,0,-1,0,0
leather boots,76,0,124,0,35,0,76,0,0
leather harness,-1,-1,-1,-1,-1,-1,0,0,0
leather helmet,100,0,100,0,2,0,100,0,0
leather legs,50,1,37,1,4,24,49,49.0,196
leather whip,13890,4817,14460,4452,73,45,9073,1.88,408285
leech,150000,50100,38704,9929,59,29,99900,1.99,2897100
left horn,0,0,0,0,0,0,0,0,0
legion helmet,13899,6009,18006,5310,69,49,7890,1.31,386610
legionnaire flags,-1,-1,-1,-1,-1,-1,0,0,0
legs of deathstrike,-1,-1,-1,-1,-1,-1,0,0,0
legs of gnomevil,-1,-1,-1,-1,-1,-1,0,0,0
lemon,-1,0,9,0,5,0,-1,0,0
lemon cupcake,300000,300001,0,300091,0,2,-1,-0.0,0
leopard armor,99,1,696,73,13,14,98,98.0,1274
letter to chantalle,-1,0,0,0,0,0,-1,0,0
letter to eremo,-1,0,0,0,0,0,-1,0,0
letter to markwin,-1,0,0,0,0,0,-1,0,0
letterbag,5555,5555,0,2000,0,1,0,0.0,0
leviathan's amulet,5998,3603,25695,6395,190,96,2395,0.66,229920
library ticket,40398000,34001000,40539333,33350000,9,3,6397000,0.19,19191000
lich staff,-1,0,0,0,0,0,-1,0,0
life crystal,148,86,121,78,64,1083,62,0.72,3968
life preserver,200,91,210,95,50,407,109,1.2,5450
life ring,318,208,255,167,4918,1596,110,0.53,175560
light mace,-1,0,0,0,0,0,-1,0,0
light magic missile rune,-1,1,21,1,23,17,-2,-2.0,-34
light magic missile rune (weak),-1,-1,-1,-1,-1,-1,0,0,0
light shovel,419,136,1186,410,763,213,283,2.08,60279
lightning boots,2990,2465,3220,2468,22,569,525,0.21,11550
lightning headband,2546,2455,2517,2418,45,2208,91,0.04,4095
lightning legs,11799,10780,11195,10849,72,1188,1019,0.09,73368
lightning pendant,1511,1470,1514,1472,435,2262,41,0.03,17835
lightning robe,11501,10870,11743,10886,29,290,631,0.06,18299
lightsphere,25555,2000,18481,4927,13,11,23555,11.78,259105
lilypad backpack,297600,110000,538216,251957,24,27,187600,1.71,4502400
liodile fang,100,310,0,310,0,6,-210,-0.68,0
lion amulet,1399899,1116000,1602258,1208779,39,39,283899,0.25,11072061
lion axe,1895666,1733001,2284559,1898444,29,36,162665,0.09,4717285
lion cloak patch,141,141,0,126,0,111,0,0.0,0
lion crest,216,216,998,209,4,107,0,0.0,0
lion figurine,9691,9381,9684,9429,7,200,310,0.03,2170
lion hammer,2901666,2018000,2508637,2064395,53,30,883666,0.44,26509980
lion longbow,1999000,1516003,2423816,2002224,39,47,482997,0.32,18836883
lion longsword,2799995,2512000,2616350,2176271,44,49,287995,0.11,12671780
lion plate,15997000,13114000,15209345,13795990,54,40,2883000,0.22,115320000
lion rod,2793000,2102000,2722099,2269319,58,55,691000,0.33,38005000
lion seal,80,80,0,0,0,0,0,0.0,0
lion shield,6293999,4262002,4837959,3808285,47,37,2031997,0.48,75183889
lion spangenhelm,7897000,7014005,7549126,6664983,54,46,882995,0.13,40617770
lion spellbook,5897000,5329007,6281690,5541417,39,47,567993,0.11,22151727
lion trophy,2005,2005,0,1455,0,16,0,0.0,0
lion wand,2993000,2503000,3216483,2748429,58,42,490000,0.2,20580000
lion's mane,80,33,143,26,246,389,47,1.42,11562
lisa's doll,18000000,18000000,0,0,0,0,0,0.0,0
lit crystal lamp,-1,-1,-1,-1,-1,-1,0,0,0
lit glowing mushroom,-1,-1,-1,-1,-1,-1,0,0,0
lit moon mirror,-1,-1,-1,-1,-1,-1,0,0,0
lit rainbow torch,-1,-1,-1,-1,-1,-1,0,0,0
lit small lamp,-1,-1,-1,-1,-1,-1,0,0,0
little bowl of myrrh,5427,4511,5619,4231,1794,483,916,0.2,442428
living armor,75800,25567,85678,40784,19,25,50233,1.96,954427
living vine bow,298000,186000,383439,303299,38,38,112000,0.6,4256000
lizard essence,300,266,769,261,4,134,34,0.13,136
lizard heart,947,315,1943,351,10,102,632,2.01,6320
lizard leather,921,367,1173,316,294,266,554,1.51,147364
lizard scale,786,498,1007,597,262,324,288,0.58,75456
lizard trophy,7976,4019,7658,3815,3,4,3957,0.98,11871
lizard weapon rack kit,100000,100000,0,0,0,0,0,0.0,0
lock pick,33,0,30,0,16,0,33,0,0
locker kit,-1,100000,0,100000,0,1,-100001,-1.0,0
longing eyes,6801,6801,0,7672,0,16,0,0.0,0
longsword,3178000,2603000,3408227,2884177,39,35,575000,0.22,20125000
lost basher's spike,-1,-1,-1,-1,-1,-1,0,0,0
lost bracers,48,48,0,70,0,28,0,0.0,0
lost husher's staff,-1,-1,-1,-1,-1,-1,0,0,0
lots,-1,-1,-1,-1,-1,-1,0,0,0
lottery ticket,3000,113,1345,113,28,1,2887,25.55,2887
love potion,10000,3,9833,3,4,2,9997,3332.33,19994
lucky pig,350000,100000,173600,106666,5,3,250000,2.5,750000
ludicrous piece of cloth,698,200,1031,59,74,25,498,2.49,12450
luminescent crystal pickaxe,25000,25000,0,0,0,0,0,0.0,0
luminous orb,980,803,980,792,1,490,177,0.22,177
luminous piece of cloth,1850,200,2273,44,79,23,1650,8.25,37950
lump of cake dough,300,1,423,6,26,74,299,299.0,7774
lump of chocolate dough,-1,0,0,0,0,0,-1,0,0
lump of clay,-1,0,0,0,0,0,-1,0,0
lump of dirt,23,1,36,4,16,197,22,22.0,352
lump of dough,8000,1,9000,1,1,1,7999,7999.0,7999
lump of earth,197,109,130,107,11,438,88,0.81,968
lump of garlic dough,10000,10000,10000,10000,1,1,0,0.0,0
lump of holy water dough,-1,10000,0,10000,0,1,-10001,-1.0,0
lump of reed flour dough,-1,0,0,0,0,0,-1,0,0
lump of sacred clay,-1,0,0,0,0,0,-1,0,0
lunar staff,4900,3232,4687,3137,26,91,1668,0.52,43368
lute,0,2,0,2,0,15,-2,-1.0,0
lyre,-1,0,155,0,31,0,-1,0,0
mace,9449,8870,9466,8638,3,722,579,0.07,1737
mace of carving,-1,-1,-1,-1,-1,-1,0,0,0
mace of destruction,547000,301800,548022,300700,3,2,245200,0.81,490400
mace of mayhem,-1,-1,-1,-1,-1,-1,0,0,0
mace of remedy,-1,-1,-1,-1,-1,-1,0,0,0
machete,150,5,118,15,13,33,145,29.0,1885
machine crate,-1,0,0,0,0,0,-1,0,0
mad froth,250,1,250,13,1,22,249,249.0,249
mage hat,980,1,2139,51,44,40,979,979.0,39160
mage's cap,34000000,31005000,35591089,33146715,8,7,2995000,0.1,20965000
magic crystal,0,10,0,10,0,3,-10,-1.0,0
magic light wand,98,9,182,9,176,137,89,9.89,12193
magic longsword,999999,999999,0,0,0,0,0,0.0,0
magic plate armor,92999,89090,92942,89094,264,346,3909,0.04,1031976
magic shield potion,28597,25042,32547,22863,704,225,3555,0.14,799875
magic sulphur,7791,7780,8656,7685,180,728,11,0.0,1980
magic sword,299999,150020,267024,219428,163,120,149979,1.0,17997480
magic wall rune,-1,113,119,113,2022,363,-114,-1.01,-41382
magical cage key,90000,100,90000,100,1,1,89900,899.0,89900
magical inkwell,-1,0,0,0,0,0,-1,0,0
magical measurement device,-1,10000,0,10000,0,1,-10001,-1.0,0
magical watch,-1,0,0,0,0,0,-1,0,0
magician hat,139898,21721,131484,21600,6,1,118177,5.44,118177
magician's robe,49,0,48,0,3,0,49,0,0
magma amulet,1518,1475,1533,1465,1553,2871,43,0.03,66779
magma boots,2524,2470,2525,2466,142,2178,54,0.02,7668
magma clump,-1,-1,-1,-1,-1,-1,0,0,0
magma coat,11070,10870,10944,10672,175,2718,200,0.02,35000
magma legs,11949,10880,11633,10818,281,2055,1069,0.1,300389
magma monocle,2508,2470,2515,2470,102,2178,38,0.02,3876
mago mechanic core,36000,1900,36346,0,5,0,34100,17.95,0
maimer,75000,35000,79754,45515,5,4,40000,1.14,160000
major crystalline token,134,96,153,93,33,207,38,0.4,1254
make-do boots,20500000,18021000,21110749,18638250,12,4,2479000,0.14,9916000
makeshift boots,19750000,18559000,21778857,18994000,7,5,1191000,0.06,5955000
malice's horn,518000,518000,0,545500,0,4,0,0.0,0
malice's spine,708000,768000,0,768000,0,2,-60000,-0.08,0
mallet handle,249000,10455,249000,0,1,0,238545,22.82,0
mallet head,5000000,5000000,0,5027728,0,2,0,0.0,0
mallet pommel,1900000,1500000,2700000,1500000,1,1,400000,0.27,400000
malofur's lunchbox,227801,227801,0,228680,0,4,0,0.0,0
mammoth fur cape,6666,5780,6111,5454,16,302,886,0.15,14176
mammoth fur shorts,300,300,0,317,0,4,0,0.0,0
mammoth tusk,95,42,223,57,4,274,53,1.26,212
mammoth whopper,390,10,275,160,6,156,380,38.0,2280
mana potion,146,142,145,142,5026,4578,4,0.03,18312
mandrake,4999,2290,40968,3023,13,33,2709,1.18,35217
mango,93,1,89,1,109,2,92,92.0,184
mantassin tail,201,201,0,207,0,124,0,0.0,0
manticore ear,-1,-1,-1,-1,-1,-1,0,0,0
manticore tail,-1,-1,-1,-1,-1,-1,0,0,0
map to the unknown,1585,55,1397,42,113,10,1530,27.82,15300
marble floor,75000,33,67500,20,4,1,74967,2271.73,74967
marked crate,500,10,957,10,5,1,490,49.0,490
marlin,15000,100,11499,972,4,11,14900,149.0,59600
marlin trophy,44444,2596,32412,2679,7,3,41848,16.12,125544
marsh stalker beak,75,22,99,18,1,138,53,2.41,53
marsh stalker feather,942,502,1476,1212,206,452,440,0.88,90640
master archer's armor,170000,135700,226885,193462,72,68,34300,0.25,2332400
mastermind potion,509,491,517,479,2681,2308,18,0.04,41544
mastermind shield,50898,49510,50855,49529,450,673,1388,0.03,624600
maxilla,2003,2003,0,2750,0,4,0,0.0,0
maxilla maximus,665999,400100,664976,551160,16,12,265899,0.66,3190788
maxxen santa,99900,20100,78283,16300,6,3,79800,3.97,239400
maxxenius head,311000,388000,0,388000,0,1,-77000,-0.2,0
meat,98,1,426,97,167,43,97,97.0,4171
meat shield,50000,10000,50000,10000,1,1,40000,4.0,40000
meaty vortex,0,1000,0,1000,0,2,-1000,-1.0,0
mechanical fish,2748,0,2712,0,7,0,2748,0,0
mechanical fishing rod,1995,91,1998,88,7,4,1904,20.92,7616
medal of valiance,368000,368000,0,368222,0,9,0,0.0,0
medicine pouch,6400,4902,6184,4665,877,889,1498,0.31,1313746
medusa shield,9999,8900,9423,8899,112,1055,1099,0.12,123088
medusa skull (replica),-1,-1,-1,-1,-1,-1,0,0,0
megalomania's essence,900000,900000,0,900000,0,1,0,0.0,0
megalomania's skull,700000,700000,0,0,0,0,0,0.0,0
melon,26,2,26,2,6,18,24,12.0,144
melting horn,66100,22010,68872,22429,8,18,44090,2.0,352720
memory crystal,64499,0,66500,0,1,0,64499,0,0
memory stone,-1,0,19500,0,3,0,-1,0,0
menacing egg,2700000,2700000,0,0,0,0,0,0.0,0
mercenary sword,11999,11890,13618,11875,27,1394,109,0.01,2943
meringue cake,100,1,289,3,27,35,99,99.0,2673
message in a bottle,-1,0,0,0,0,0,-1,0,0
metal bat,9500,8514,11687,8201,10,146,986,0.12,9860
